source	target
TEPCO found another leak yesterday in a pipe between coolant tanks .	subject <is> TEPCO <and> relation <is> found <and> object <is> another leak <then> subject <is> TEPCO <and> relation <is> found another leak in <and> object <is> a pipe between coolant tanks <then> subject <is> TEPCO <and> relation <is> found another leak in a pipe <and> object <is> between coolant tanks
Whereas , the Netherlands team had scored 21 goals in the tournament up to this point , while only conceding one , and had not been beaten by Australia since 1998 .	subject <is> The Netherlands team <and> relation <is> had scored <and> object <is> 21 goals in the tournament up to this point <then> subject <is> The Netherlands team <and> relation <is> had conceded <and> object <is> one <then> subject <is> The Netherlands team <and> relation <is> had not been beaten by <and> object <is> Australia since 1998 <then> subject <is> The Netherlands team <and> relation <is> had scored 21 goals in the tournament while only <and> object <is> conceding one <then> subject <is> The Netherlands team <and> relation <is> had not been beaten by Australia <and> object <is> since 1998
A spokesperson for the charity told the British newspaper The Daily Telegraph : `` We put the money into large managed funds , as many other leading charities and pension funds do .	subject <is> A spokesperson for the charity <and> relation <is> told <and> object <is> the British newspaper The Daily Telegraph <then> subject <is> A spokesperson for the charity <and> relation <is> said <and> object <is> `` We put the money into large managed funds <then> subject <is> We <and> relation <is> put <and> object <is> the money into large managed funds <then> subject <is> We <and> relation <is> put the money into <and> object <is> large managed funds <then> subject <is> We <and> relation <is> put the money into large managed funds as <and> object <is> many other leading charities and pension funds <then> subject <is> large managed funds <and> relation <is> do <and> object <is> as many other leading charities and pension funds
Both indoor and outdoor air quality can be improved , which may prevent COPD or slow the worsening of existing disease .	subject <is> Indoor air quality <and> relation <is> can be improved <and> object <is> both <then> subject <is> Outdoor air quality <and> relation <is> can be improved <and> object <is> both <then> subject <is> Improving indoor and outdoor air quality <and> relation <is> may prevent <and> object <is> COPD <then> subject <is> Improving indoor and outdoor air quality <and> relation <is> may slow <and> object <is> the worsening of existing disease <then> subject <is> Improving indoor and outdoor air quality <and> relation <is> may prevent or slow <and> object <is> the worsening of existing disease
After Evita Perón 's death on 26 July 1952 , Borges received a visit from two policemen , who ordered him to put up two portraits of the ruling couple on the premises of SADE .	subject <is> Borges <and> relation <is> received a visit from <and> object <is> two policemen <then> subject <is> two policemen <and> relation <is> ordered him to put up <and> object <is> two portraits of the ruling couple <then> subject <is> Borges <and> relation <is> received a visit from two policemen After <and> object <is> Evita Perón's death on 26 July 1952 <then> subject <is> Borges <and> relation <is> put up <and> object <is> two portraits of the ruling couple on the premises of <then> subject <is> Borges <and> relation <is> was ordered by <and> object <is> two policemen <then> subject <is> two portraits <and> relation <is> of the ruling couple on the premises of <and> object <is> SADE
The WTO 's current Director-General is Roberto Azevêdo , who leads a staff of over 600 people in Geneva , Switzerland .	subject <is> The WTO's current Director-General <and> relation <is> is <and> object <is> Roberto Azevêdo <then> subject <is> Roberto Azevêdo <and> relation <is> leads <and> object <is> a staff of over 600 people <then> subject <is> Roberto Azevêdo <and> relation <is> leads a staff of over 600 people in <and> object <is> Geneva <then> subject <is> Roberto Azevêdo <and> relation <is> leads a staff of over 600 people in the city of <and> object <is> Switzerland <then> subject <is> The WTO's current Director-General <and> relation <is> is Roberto Azevêdo who leads a staff of over <and> object <is> 600 people in Geneva, Switzerland
Baird is quoted in as saying , `` We do n't want the athletes to pay the price for this .	subject <is> Baird <and> relation <is> is quoted in as saying <and> object <is> `` We do n't want the athletes to pay the price for this ''
In the United States , the term consist is used to describe the group of rail vehicles which make up a train .	subject <is> The term <and> relation <is> consist <and> object <is> in the United States <then> subject <is> The term <and> relation <is> is used to describe <and> object <is> the group of rail vehicles <then> subject <is> the group of rail vehicles <and> relation <is> which make up <and> object <is> a train <then> subject <is> The term consist <and> relation <is> is used to describe <and> object <is> the group of rail vehicles which make up a train <then> subject <is> The term <and> relation <is> is used to describe <and> object <is> the group of rail vehicles which make up a train in the United States
Some scholars believe that the copper-based metallurgy was disseminated from northwest and central China via south and southwest areas such as Guangdong province and Yunnan province and finally into southeast Asia around 1,000 BC .	subject <is> Some scholars <and> relation <is> believe that <and> object <is> copper-based metallurgy was disseminated from northwest and central China <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated from <and> object <is> northwest and central China <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated via <and> object <is> south and southwest areas <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated via south and southwest areas such as <and> object <is> Guangdong province <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated via south and southwest areas such as <and> object <is> Yunnan province <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated into <and> object <is> southeast Asia <then> subject <is> copper-based metallurgy <and> relation <is> was disseminated into southeast Asia around <and> object <is> 1,000 BC <then> subject <is> Some scholars <and> relation <is> believe that <and> object <is> copper-based metallurgy was disseminated via south and southwest areas such as Guangdong province and Yunnan province and finally into southeast Asia around 1,000 BC
All the women dressed the same .	subject <is> All the women <and> relation <is> dressed <and> object <is> the same
Growing in fresh water , they consist of a central stalk with whorls of branchlets , giving them a superficial resemblance to horsetails , species of the genus Equisetum , which are true land plants .	subject <is> They <and> relation <is> consist of <and> object <is> a central stalk <then> subject <is> They <and> relation <is> consist of <and> object <is> whorls of branchlets <then> subject <is> They <and> relation <is> are giving <and> object <is> them a superficial resemblance to <then> subject <is> horsetails <and> relation <is> are species of <and> object <is> the genus Equisetum <then> subject <is> horsetails <and> relation <is> are <and> object <is> true land plants <then> subject <is> They <and> relation <is> are growing in <and> object <is> fresh water <then> subject <is> They <and> relation <is> are giving them a superficial resemblance to <and> object <is> horsetails
In Bethlehem he met with Mahmoud Abbas , president of the Palestinian National Authority , as well as leading Mass in the crowded Manger Square .	subject <is> He <and> relation <is> met with <and> object <is> Mahmoud Abbas <then> subject <is> Mahmoud Abbas <and> relation <is> is <and> object <is> the president of the Palestinian National Authority <then> subject <is> He <and> relation <is> was leading <and> object <is> Mass in the crowded Manger Square <then> subject <is> He <and> relation <is> met with Mahmoud Abbas as well as <and> object <is> leading Mass in the crowded Manger Square <then> subject <is> He <and> relation <is> met with Mahmoud Abbas, president of <and> object <is> the Palestinian National Authority <then> subject <is> He <and> relation <is> met with Mahmoud Abbas and <and> object <is> leading Mass in the crowded Manger Square
The Telegraph reported from interviews , there is also resistance to some measures in Liberia , where there is a strong stigma attached to the disease .	subject <is> The Telegraph <and> relation <is> reported from <and> object <is> interviews <then> subject <is> There <and> relation <is> is also resistance to <and> object <is> some measures in Liberia <then> subject <is> There <and> relation <is> is a strong stigma attached to <and> object <is> the disease <then> subject <is> some measures <and> relation <is> in <and> object <is> Liberia <then> subject <is> There <and> relation <is> is also resistance to some measures in <and> object <is> Liberia <then> subject <is> There <and> relation <is> is a strong stigma attached to the disease in <and> object <is> Liberia <then> subject <is> Stigma <and> relation <is> is attached to <and> object <is> the disease
Given the uniqueness of the earthquake activity as it applies to this particular volcano , today , the Icelandic Meteorological Office upgraded their aviation alert for the area to Yellow .	subject <is> Icelandic Meteorological Office <and> relation <is> upgraded <and> object <is> their aviation alert for the area to <then> subject <is> earthquake activity <and> relation <is> applies to <and> object <is> this particular volcano <then> subject <is> uniqueness of the earthquake activity <and> relation <is> is <and> object <is> as it applies to the volcano <then> subject <is> Icelandic Meteorological Office <and> relation <is> upgraded their aviation alert for <and> object <is> the area <then> subject <is> the area <and> relation <is> is <and> object <is> the area to Yellow <then> subject <is> today <and> relation <is> the Icelandic Meteorological Office upgraded <and> object <is> their aviation alert for the area to Yellow
Hall became too ill to stand trail after the cancer spread to other parts of her body .	subject <is> Hall <and> relation <is> became <and> object <is> too ill to stand trial <then> subject <is> Hall <and> relation <is> became too ill to stand <and> object <is> trial <then> subject <is> Hall <and> relation <is> became too ill to stand trial after <and> object <is> the cancer spread to other parts of her body <then> subject <is> the cancer <and> relation <is> spread to <and> object <is> other parts of her body
An emergency recovery team made its way to the crash site and reportedly recovered one of the plane 's flight recorders .	subject <is> An emergency recovery team <and> relation <is> made its way to <and> object <is> the crash site <then> subject <is> An emergency recovery team <and> relation <is> reportedly recovered <and> object <is> one of the plane's flight recorders <then> subject <is> An emergency recovery team <and> relation <is> made its way to the crash site and <and> object <is> reportedly recovered one of the plane's flight recorders
This is a franchise of a bigger company but it is a family franchise and it employs a lot of staff .	subject <is> This <and> relation <is> is a franchise of <and> object <is> a bigger company <then> subject <is> This <and> relation <is> employs <and> object <is> a lot of staff <then> subject <is> a family franchise <and> relation <is> is a franchise of <and> object <is> a bigger company <then> subject <is> This <and> relation <is> is <and> object <is> a franchise
Qatar 's controversial win of the 2022 World Cup hosting rights has been surrounded with claims of corruption among FIFA 's leadership .	subject <is> Qatar's controversial win <and> relation <is> has been surrounded with claims of <and> object <is> corruption among FIFA's leadership <then> subject <is> Qatar's controversial win of the 2022 World Cup hosting rights <and> relation <is> has been surrounded with <and> object <is> claims of corruption among FIFA's leadership <then> subject <is> claims <and> relation <is> of <and> object <is> corruption among FIFA's leadership <then> subject <is> Qatar's controversial win of the 2022 World Cup hosting rights <and> relation <is> has been surrounded with claims of <and> object <is> corruption
Egypt and Britain lost control of the Sudan from 1882 to 1898 as a result of the Mahdist War .	subject <is> Egypt <and> relation <is> lost control of <and> object <is> the Sudan from 1882 to 1898 <then> subject <is> Britain <and> relation <is> lost control of <and> object <is> the Sudan from 1882 to 1898 <then> subject <is> Egypt and Britain <and> relation <is> lost control of <and> object <is> the Sudan from 1882 to 1898 <then> subject <is> the loss of control <and> relation <is> was as a result of <and> object <is> the Mahdist War <then> subject <is> the Mahdist War <and> relation <is> resulted in <and> object <is> the loss of control of the Sudan by Egypt and Britain
The algorithm uses the fact that every real number	subject <is> The algorithm <and> relation <is> uses <and> object <is> the fact that every real number
Most of the atoms that make up the Earth and its inhabitants were present in their current form in the nebula that collapsed out of a molecular cloud to form the Solar System .	subject <is> Most of the atoms <and> relation <is> make up <and> object <is> the Earth <then> subject <is> Most of the atoms <and> relation <is> make up <and> object <is> its inhabitants <then> subject <is> Most of the atoms <and> relation <is> were present in <and> object <is> their current form <then> subject <is> the nebula <and> relation <is> collapsed out of <and> object <is> a molecular cloud <then> subject <is> a molecular cloud <and> relation <is> to form <and> object <is> the Solar System <then> subject <is> Most of the atoms that make up the Earth and its inhabitants <and> relation <is> were present in their current form in <and> object <is> the nebula <then> subject <is> the nebula <and> relation <is> that collapsed out of <and> object <is> a molecular cloud to form
In 2016 , a potentially habitable exoplanet was confirmed to be orbiting Proxima Centauri , called Proxima Centauri b , the closest confirmed exoplanet to the Sun .	subject <is> a potentially habitable exoplanet <and> relation <is> was confirmed to be orbiting <and> object <is> Proxima Centauri <then> subject <is> a potentially habitable exoplanet <and> relation <is> was called <and> object <is> Proxima Centauri b <then> subject <is> Proxima Centauri b <and> relation <is> is the closest confirmed exoplanet to <and> object <is> the Sun <then> subject <is> In 2016 <and> relation <is> a potentially habitable exoplanet <and> object <is> was confirmed <then> subject <is> Proxima Centauri b <and> relation <is> was confirmed to be orbiting <and> object <is> Proxima Centauri <then> subject <is> Proxima Centauri <and> relation <is> is <and> object <is> the closest confirmed exoplanet to the Sun
The gliadin protein contributes to its plastic nature , because it demonstrates non-reversible structural change after a certain amount of applied force .	subject <is> The gliadin protein <and> relation <is> contributes to <and> object <is> its plastic nature <then> subject <is> The gliadin protein <and> relation <is> demonstrates <and> object <is> non-reversible structural change <then> subject <is> non-reversible structural change <and> relation <is> happens after <and> object <is> a certain amount of applied force <then> subject <is> The gliadin protein <and> relation <is> contributes to its plastic nature because it <and> object <is> demonstrates non-reversible structural change <then> subject <is> The gliadin protein <and> relation <is> demonstrates non-reversible structural change after <and> object <is> a certain amount of applied force
Smooth plains are widespread flat areas that fill depressions of various sizes and bear a strong resemblance to the lunar maria .	subject <is> Smooth plains <and> relation <is> are <and> object <is> widespread flat areas <then> subject <is> Smooth plains <and> relation <is> fill <and> object <is> depressions of various sizes <then> subject <is> Smooth plains <and> relation <is> bear a strong resemblance to <and> object <is> the lunar maria <then> subject <is> the lunar maria <and> relation <is> is <and> object <is> the strong resemblance of <then> subject <is> Smooth plains <and> relation <is> are widespread flat areas that fill depressions of various sizes and bear a strong resemblance to <and> object <is> the lunar maria
Ten days of drills , `` Velayat 90 '' , was conducted last December and `` Velayat 89 '' a year and a half before that in May 2010 .	subject <is> `` Velayat 90 '' <and> relation <is> was conducted <and> object <is> last December <then> subject <is> `` Velayat 89 '' <and> relation <is> was conducted <and> object <is> a year and a half before that in May 2010 <then> subject <is> Ten days of drills <and> relation <is> included <and> object <is> `` Velayat 90 '' <then> subject <is> Ten days of drills <and> relation <is> included <and> object <is> `` Velayat 89 '' <then> subject <is> `` Velayat 90 '' <and> relation <is> was conducted after <and> object <is> Ten days of drills <then> subject <is> `` Velayat 89 '' <and> relation <is> was conducted before <and> object <is> Ten days of drills
One provision defined a new offense , assault causing death while intoxicated -- by alcohol or other drugs -- with an eight-year non-parole period .	subject <is> One provision <and> relation <is> defined <and> object <is> a new offense <then> subject <is> a new offense <and> relation <is> is <and> object <is> assault causing death while intoxicated <then> subject <is> assault causing death while intoxicated <and> relation <is> is defined by <and> object <is> alcohol or other drugs <then> subject <is> assault causing death while intoxicated <and> relation <is> has <and> object <is> an eight-year non-parole period <then> subject <is> One provision <and> relation <is> defined a new offense <and> object <is> assault causing death while intoxicated <then> subject <is> assault causing death while intoxicated <and> relation <is> has <and> object <is> an eight-year non-parole period
On Sunday Peter Capaldi was named as the twelfth Doctor on BBC 's Doctor Who .	subject <is> Peter Capaldi <and> relation <is> was named as <and> object <is> the twelfth Doctor <then> subject <is> Peter Capaldi <and> relation <is> was named as the twelfth Doctor on <and> object <is> BBC's Doctor Who <then> subject <is> the twelfth Doctor <and> relation <is> was named <and> object <is> on Sunday <then> subject <is> Peter Capaldi <and> relation <is> was named as the twelfth Doctor on <and> object <is> BBC's Doctor Who <then> subject <is> On Sunday <and> relation <is> Peter Capaldi was named as <and> object <is> the twelfth Doctor on BBC's Doctor Who
Once decomposition sets in , Fenwick remarked the carcass would become a `` real nuisance '' .	subject <is> decomposition <and> relation <is> sets in <and> object <is> once <then> subject <is> Fenwick <and> relation <is> remarked <and> object <is> the carcass would become a `` real nuisance '' <then> subject <is> carcass <and> relation <is> would become <and> object <is> a `` real nuisance '' <then> subject <is> Fenwick <and> relation <is> remarked that <and> object <is> carcass would become `` real nuisance '' <then> subject <is> Fenwick <and> relation <is> remarked that the carcass would become <and> object <is> `` real nuisance ''
In quantum mechanics , the physical state of a particle is represented by a vector , and observables -LRB- such as momentum , energy , and angular momentum -RRB- are represented by linear operators on the underlying vector space .	subject <is> The physical state of a particle <and> relation <is> is represented by <and> object <is> a vector <then> subject <is> Observables <and> relation <is> are represented by <and> object <is> linear operators <then> subject <is> Observables <and> relation <is> are represented by linear operators on <and> object <is> the underlying vector space <then> subject <is> Observables <and> relation <is> include <and> object <is> momentum <then> subject <is> Observables <and> relation <is> include <and> object <is> energy <then> subject <is> Observables <and> relation <is> include <and> object <is> angular momentum <then> subject <is> a vector <and> relation <is> represents <and> object <is> the physical state of <then> subject <is> linear operators <and> relation <is> act on <and> object <is> the underlying vector space
At the London Games , Paralympic wheelchair fencing features five medal events for women and seven for men , involving several weapons including the foil , epee and sabre .	subject <is> Paralympic wheelchair fencing <and> relation <is> features <and> object <is> five medal events for women <then> subject <is> Paralympic wheelchair fencing <and> relation <is> features <and> object <is> seven medal events for men <then> subject <is> Paralympic wheelchair fencing <and> relation <is> features <and> object <is> five medal events for women <then> subject <is> Paralympic wheelchair fencing <and> relation <is> features <and> object <is> seven medal events for men <then> subject <is> Paralympic wheelchair fencing <and> relation <is> involves <and> object <is> several weapons <then> subject <is> several weapons <and> relation <is> including <and> object <is> the foil <then> subject <is> several weapons <and> relation <is> including <and> object <is> epee <then> subject <is> several weapons <and> relation <is> including <and> object <is> sabre <then> subject <is> Paralympic wheelchair fencing <and> relation <is> features <and> object <is> five medal events for women and <then> subject <is> At the London Games <and> relation <is> the Paralympic wheelchair fencing <and> object <is> features <then> subject <is> At the London Games <and> relation <is> the Paralympic wheelchair fencing <and> object <is> features
In order to carry out the fundamentalist program in practice , one would need a perfect understanding of the ancient language of the original text , if indeed the true text can be discerned from among variants .	subject <is> One <and> relation <is> would need <and> object <is> a perfect understanding of the ancient language of the original text <then> subject <is> One <and> relation <is> would need a perfect understanding of <and> object <is> the ancient language of the original text <then> subject <is> The fundamentalist program <and> relation <is> is to be carried out in practice by <and> object <is> one <then> subject <is> The true text <and> relation <is> can be discerned from among <and> object <is> variants <then> subject <is> One <and> relation <is> would need a perfect understanding of the ancient language if indeed <and> object <is> the true text can be discerned from among variants
Mesopotamia is the site of the earliest developments of the Neolithic Revolution from around 10,000 BCE , with civilizations developing from 6,500 years ago .	subject <is> Mesopotamia <and> relation <is> is the site of <and> object <is> the earliest developments of the Neolithic Revolution <then> subject <is> the earliest developments of the Neolithic Revolution <and> relation <is> are from <and> object <is> around 10,000 BCE <then> subject <is> civilizations <and> relation <is> are developing from <and> object <is> 6,500 years ago <then> subject <is> Mesopotamia <and> relation <is> is <and> object <is> the site of the earliest developments of the Neolithic Revolution <then> subject <is> civilizations <and> relation <is> are developing <and> object <is> from 6,500 years ago <then> subject <is> Mesopotamia <and> relation <is> has <and> object <is> developments of the Neolithic Revolution from around 10,000 BCE
In Modern English verse the pattern of stresses primarily differentiate feet , so rhythm based on meter in Modern English is most often founded on the pattern of stressed and unstressed syllables -LRB- alone or elided -RRB- .	subject <is> The pattern of stresses <and> relation <is> primarily differentiate <and> object <is> feet <then> subject <is> Rhythm <and> relation <is> is founded on <and> object <is> the pattern of stressed and unstressed syllables <then> subject <is> Rhythm based on meter in Modern English <and> relation <is> is most often founded on <and> object <is> the pattern of stressed and unstressed syllables <then> subject <is> Rhythm based on meter in Modern English <and> relation <is> is most often founded on the pattern of stressed and unstressed syllables <and> object <is> alone <then> subject <is> Rhythm based on meter in Modern English <and> relation <is> is most often founded on the pattern of stressed and unstressed syllables <and> object <is> elided
In Tobolsk , the members received food and clothes from the Decembrist women , as well as several copies of the New Testament with a ten-ruble banknote inside each copy .	subject <is> The members <and> relation <is> received <and> object <is> food <then> subject <is> The members <and> relation <is> received <and> object <is> clothes <then> subject <is> The members <and> relation <is> received from <and> object <is> the Decembrist women <then> subject <is> The members <and> relation <is> received <and> object <is> several copies of the New Testament <then> subject <is> several copies of the New Testament <and> relation <is> had <and> object <is> a ten-ruble banknote inside each copy <then> subject <is> several copies of the New Testament <and> relation <is> had a ten-ruble banknote inside <and> object <is> each copy <then> subject <is> The members <and> relation <is> received food and clothes from <and> object <is> the Decembrist women <then> subject <is> The members <and> relation <is> received several copies of <and> object <is> the New Testament
Anyone at the scene who may have information for the authorities should contact the incident line on 1-800-494-TIPS .	subject <is> Anyone at the scene <and> relation <is> may have information for <and> object <is> the authorities <then> subject <is> Anyone at the scene <and> relation <is> should contact <and> object <is> the incident line <then> subject <is> the incident line <and> relation <is> on <and> object <is> 1-800-494-TIPS <then> subject <is> Anyone at the scene <and> relation <is> should contact the incident line on <and> object <is> 1-800-494-TIPS
Fearing his wrath , Linnaeus and Sohlberg had to leave Hamburg quickly .	subject <is> Linnaeus and Sohlberg <and> relation <is> had to leave <and> object <is> Hamburg quickly <then> subject <is> Linnaeus and Sohlberg <and> relation <is> were fearing <and> object <is> his wrath <then> subject <is> Linnaeus and Sohlberg <and> relation <is> had to leave Hamburg quickly because of <and> object <is> fearing his wrath
These specialized notes are called the blue or bent notes .	subject <is> These specialized notes <and> relation <is> are called <and> object <is> the blue or bent notes
Tragedy , as a dramatic genre , developed as a performance associated with religious and civic festivals , typically enacting or developing upon well-known historical or mythological themes .	subject <is> Tragedy <and> relation <is> developed as <and> object <is> a dramatic genre <then> subject <is> Tragedy <and> relation <is> developed as a performance associated with <and> object <is> religious and civic festivals <then> subject <is> Tragedy <and> relation <is> typically enacting or developing upon <and> object <is> well-known historical or mythological themes <then> subject <is> a performance <and> relation <is> associated with <and> object <is> religious and civic festivals <then> subject <is> a performance <and> relation <is> typically enacting or developing upon <and> object <is> well-known historical or mythological themes
According to their website www.tarsandsblockade.org , Almonte and Collins entered the pipeline prior to about 7:30 a.m. local time .	subject <is> Almonte and Collins <and> relation <is> entered <and> object <is> the pipeline <then> subject <is> Almonte and Collins <and> relation <is> entered the pipeline prior to <and> object <is> about 7:30 a.m. local time <then> subject <is> www.tarsandsblockade.org <and> relation <is> is <and> object <is> their website <then> subject <is> Almonte and Collins <and> relation <is> entered the pipeline according to <and> object <is> their website www.tarsandsblockade.org
On Sunday , in the deadliest day of fighting for the Israeli military in several years , thirteen Israeli soldiers were reported killed in the Gaza Strip .	subject <is> Thirteen Israeli soldiers <and> relation <is> were reported killed in <and> object <is> the Gaza Strip <then> subject <is> The Israeli military <and> relation <is> experienced <and> object <is> the deadliest day of fighting in several years <then> subject <is> The deadliest day of fighting <and> relation <is> was for <and> object <is> the Israeli military <then> subject <is> Thirteen Israeli soldiers <and> relation <is> were reported killed on <and> object <is> Sunday <then> subject <is> the deadliest day of fighting <and> relation <is> was for <and> object <is> the Israeli military <then> subject <is> Thirteen Israeli soldiers <and> relation <is> were reported <and> object <is> killed
Sir Nicholas Winton , MBE visited the Czech Republic today and received the Order of the White Lion from the hands of president Miloš Zeman .	subject <is> Sir Nicholas Winton, MBE <and> relation <is> visited <and> object <is> the Czech Republic today <then> subject <is> Sir Nicholas Winton, MBE <and> relation <is> received <and> object <is> the Order of the White Lion <then> subject <is> Sir Nicholas Winton, MBE <and> relation <is> received the Order of the White Lion from the hands of <and> object <is> president Miloš Zeman <then> subject <is> president Miloš Zeman <and> relation <is> gave <and> object <is> the Order of the White Lion to <then> subject <is> Sir Nicholas Winton, MBE <and> relation <is> visited the Czech Republic on <and> object <is> today
Liszt initially disapproved of his daughter 's involvement with Wagner , though nevertheless the two men were friends .	subject <is> Liszt <and> relation <is> initially disapproved of <and> object <is> his daughter's involvement with Wagner <then> subject <is> Liszt <and> relation <is> disapproved of <and> object <is> his daughter 's involvement with <then> subject <is> the two men <and> relation <is> were friends <and> object <is> though nevertheless <then> subject <is> Liszt <and> relation <is> disapproved of his daughter's involvement with <and> object <is> Wagner <then> subject <is> Liszt <and> relation <is> initially disapproved of his daughter's involvement with <and> object <is> Wagner <then> subject <is> the two men <and> relation <is> were friends <and> object <is> with Wagner
In 1980 McNamara was succeeded by US President Jimmy Carter 's nominee , Alden W. Clausen .	subject <is> McNamara <and> relation <is> was succeeded by <and> object <is> US President Jimmy Carter's nominee <then> subject <is> McNamara <and> relation <is> was succeeded by <and> object <is> Alden W. Clausen <then> subject <is> Alden W. Clausen <and> relation <is> is <and> object <is> the nominee of US President Jimmy Carter <then> subject <is> McNamara <and> relation <is> was succeeded by Alden W. Clausen in <and> object <is> 1980
Sometimes the codomain is called the function 's `` range '' , but more commonly the word `` range '' is used to mean , instead , specifically the set of outputs -LRB- this is also called the image of the function -RRB- .	subject <is> The codomain <and> relation <is> is called <and> object <is> the function's `` range '' <then> subject <is> The word `` range '' <and> relation <is> is used to mean <and> object <is> the set of outputs <then> subject <is> The set of outputs <and> relation <is> is also called <and> object <is> the image of the function <then> subject <is> The codomain <and> relation <is> is called the function's <and> object <is> `` range '' <then> subject <is> The word `` range '' <and> relation <is> is used to mean specifically <and> object <is> the set of outputs <then> subject <is> The set of outputs <and> relation <is> is <and> object <is> also called the image of the function
Russia said the exercises would involve over 100 aircraft .	subject <is> Russia <and> relation <is> said <and> object <is> the exercises would involve over
The Russian Provisional Government was established in its place on the lines of a liberal republic , but this was overthrown by the Bolsheviks who went on to establish the Union of Soviet Socialist Republics .	subject <is> The Russian Provisional Government <and> relation <is> was established in its place on the lines of <and> object <is> a liberal republic <then> subject <is> The Russian Provisional Government <and> relation <is> was overthrown by <and> object <is> the Bolsheviks <then> subject <is> the Bolsheviks <and> relation <is> went on to establish <and> object <is> the Union of Soviet Socialist Republics <then> subject <is> The Russian Provisional Government <and> relation <is> was overthrown by <and> object <is> the Bolsheviks who went on to establish <then> subject <is> The Russian Provisional Government <and> relation <is> was established in its place on the lines of a <and> object <is> liberal republic
By 1914 40 % of Russian workers were employed in factories of +1,000 workers -LRB- 32 % in 1901 -RRB- .	subject <is> 40 % of Russian workers <and> relation <is> were employed in <and> object <is> factories of +1,000 workers <then> subject <is> 40 % of Russian workers <and> relation <is> were employed by <and> object <is> 1914 <then> subject <is> 32 % <and> relation <is> in <and> object <is> 1901 <then> subject <is> 40 % of Russian workers <and> relation <is> were employed in <and> object <is> factories of +1,000 workers by 1914 <then> subject <is> Russian workers <and> relation <is> were employed in <and> object <is> factories of +1,000 workers <then> subject <is> Russian workers <and> relation <is> were employed in <and> object <is> factories of +1,000 workers in 1901
In many countries , national Red Cross and Red Crescent societies enjoy exceptional privileges due to agreements with their governments or specific `` Red Cross Laws '' granting full independence as required by the International Movement .	"subject <is> national Red Cross and Red Crescent societies <and> relation <is> enjoy <and> object <is> exceptional privileges <then> subject <is> national Red Cross and Red Crescent societies <and> relation <is> enjoy exceptional privileges due to <and> object <is> agreements with their governments <then> subject <is> national Red Cross and Red Crescent societies <and> relation <is> enjoy exceptional privileges due to <and> object <is> specific ""Red Cross Laws"" <then> subject <is> specific ""Red Cross Laws"" <and> relation <is> granting <and> object <is> full independence <then> subject <is> full independence <and> relation <is> as required by <and> object <is> the International Movement <then> subject <is> national Red Cross and Red Crescent societies <and> relation <is> enjoy exceptional privileges due to <and> object <is> the agreements with their governments <then> subject <is> national Red Cross and Red Crescent societies <and> relation <is> enjoy exceptional privileges <and> object <is> due to the agreements "
This is reflected in the uses of the Italian word duomo , the German/Icelandic/Danish word dom -LRB- `` cathedral '' -RRB- , and the English word dome as late as 1656 , when it meant a `` Town-House , Guild-Hall , State-House , and Meeting-House in a city . ''	subject <is> This <and> relation <is> is reflected in <and> object <is> the uses of the Italian word duomo <then> subject <is> This <and> relation <is> is reflected in <and> object <is> the German/Icelandic/Danish word dom <then> subject <is> the word dom <and> relation <is> meant <and> object <is> a `` Town-House , Guild-Hall , State-House , and Meeting-House in a city '' <then> subject <is> the word dome <and> relation <is> was used as late as <and> object <is> 1656 <then> subject <is> This <and> relation <is> is reflected in <and> object <is> the English word dome <then> subject <is> the English word dome <and> relation <is> meant <and> object <is> a `` Town-House , Guild-Hall , State-House , and Meeting-House in a city '' <then> subject <is> This <and> relation <is> is reflected in the uses of <and> object <is> the Italian word duomo and the German/Icelandic/Danish word dom
Tropical Storm Thelma in November 1991 killed thousands in the Philippines , although the strongest typhoon to ever make landfall on record was Typhoon Haiyan on November 2013 , causing widespread devastation in the Eastern Visayas and killing at least 6,300 people in that country alone .	subject <is> Tropical Storm Thelma <and> relation <is> killed <and> object <is> thousands in the Philippines <then> subject <is> Typhoon Haiyan <and> relation <is> was <and> object <is> the strongest typhoon to ever make landfall on record <then> subject <is> Typhoon Haiyan <and> relation <is> occurred <and> object <is> in November 2013 <then> subject <is> Typhoon Haiyan <and> relation <is> caused <and> object <is> widespread devastation in the Eastern Visayas <then> subject <is> Typhoon Haiyan <and> relation <is> killed at least <and> object <is> 6,300 people in that country alone <then> subject <is> Tropical Storm Thelma in November 1991 <and> relation <is> killed <and> object <is> thousands in the Philippines although <then> subject <is> Typhoon Haiyan <and> relation <is> was <and> object <is> recorded as the strongest typhoon to ever make landfall <then> subject <is> Typhoon Haiyan <and> relation <is> caused widespread devastation in <and> object <is> Eastern Visayas <then> subject <is> Typhoon Haiyan <and> relation <is> killed at least 6,300 people in <and> object <is> that country alone <then> subject <is> Typhoon Haiyan <and> relation <is> occurred in <and> object <is> November 2013
